# Cities: name, latitude, longitude
Inchon, Hamamatsu, 803.7
Inchon, Sakai, 660.0
Inchon, Quetta, 5366.1
Inchon, Aligarh, 4317.0
Inchon, Bogor, 4882.3
Inchon, Niigata, 812.9
Inchon, Bareli, 3566.5
Inchon, Cebu, 2266.8
Inchon, Kota, 4290.8
Inchon, Shihung, 15.6
Inchon, Puchon, 7.3
Inchon, Tiruchchirappalli, 5519.5
Inchon, Qinhuangdao, 521.2
Inchon, Anyang (China), 861.6
Inchon, Bhiwandi, 5201.5
Inchon, Nanning, 1949.4
Inchon, Hohhot, 1026.8
Inchon, Moradabad, 3897.1
Inchon, Zhangjiakou, 840.7
Inchon, Liuzhou, 1765.8
Inchon, Rajshahi, 3135.5
Inchon, Yantai, 330.3
Inchon, Tainan, 1347.1
Inchon, Xining, 1661.2
Inchon, Hegang, 792.5
Inchon, Malang, 4774.3
Inchon, Hengyang, 1302.6
Inchon, Puyang, 772.3
Inchon, Xinxiang, 899.9
Inchon, Raipur, 4350.9
Inchon, Pekan Baru, 3950.4
Inchon, Foshan, 1749.1
Inchon, Ningbo, 695.8
Inchon, Langfang, 657.3
Inchon, Ampang Jaya, 3964.0
Inchon, Liaoyang, 343.1
Inchon, Changzhi, 958.3
Inchon, Chonju, 138.9
Inchon, Zamboanga, 3091.2
Inchon, Gorakhpur, 3544.3
Inchon, Zhuzhou, 1302.5
Inchon, Huangshi, 1077.4
Inchon, Shaoguan, 1471.2
Inchon, Guilin, 1573.1
Inchon, Shizuoka, 740.0
Inchon, Fuxin, 472.0
Inchon, Ipoh, 3665.4
Inchon, Dushanbe, 4281.1
Inchon, Zhanjiang, 1727.3
Inchon, Xingtai, 769.6
Inchon, Okayama, 552.7
Inchon, Yogyakarta, 5121.4
Inchon, Bhilai, 4407.3
Inchon, Zigong, 1818.4
Inchon, Mudanjiang, 581.5
Inchon, Shatian, 1485.7
Inchon, Kumamoto, 455.6
Inchon, Zhangdian, 511.9
Inchon, Xiangtan, 1187.4
Inchon, Dasmarinas, 2178.0
Inchon, Nantong, 559.4
Inchon, Shaoyang, 1562.6
Inchon, Islamabad, 4578.8
Inchon, Panjin, 453.0
Inchon, Ansan, 15.5
Inchon, Jamshedpur, 3774.2
Inchon, Dandong, 251.7
Inchon, Haikou, 1990.9
Inchon, Amravati, 4799.7
Inchon, Sagamihara, 822.7
Inchon, Zhangzhou, 1201.6
Inchon, Kataka, 3452.6
Inchon, Kuching, 3581.6
Inchon, Zhenjiang, 704.0
Inchon, Yancheng, 494.8
Inchon, Yuanlong, 1626.8
Inchon, Hai Phong, 2051.1
Inchon, Anyang (South Korea), 20.4
Inchon, Dadiangas, 2730.0
Inchon, Chongju, 85.7
Inchon, Bikaner, 4440.6
Inchon, Taizhou, 557.2
Inchon, Antipolo, 1962.9
Inchon, Xiamen, 1255.5
Inchon, Yingkou, 366.7
Inchon, Kagoshima, 530.7
Inchon, Siping, 433.5
Inchon, Luancheng, 716.8
Inchon, Banjarmasin, 3891.6
Inchon, Khabarovsk, 1019.3
Inchon, Jinzhou, 407.4
Inchon, Bengbu, 785.0
Inchon, Irkutsk, 1748.6
Inchon, Shihezi, 2763.0
Inchon, Bhavnagar, 4828.7
Inchon, Jiangmen, 1712.7
Inchon, Barnaul, 2860.0
Inchon, Vladivostok, 517.9
Inchon, Warangal, 4268.9
Inchon, Kaifeng, 805.8
Inchon, Funabashi, 921.4
Inchon, Shah Alam, 4264.6
Inchon, Maoming, 1906.7
Inchon, Hachioji, 766.3
Inchon, Hamhung, 184.2
Inchon, Sargodha, 4266.0
Inchon, Cangzhou, 584.9
Inchon, Tanggu, 622.2
Inchon, Changde, 1333.1
Inchon, Surakarta, 5089.4
Inchon, Xigong, 1747.7
Inchon, Shiliguri, 3227.4
Inchon, Jiamusi, 827.3
Inchon, Huaiyin, 550.2
Inchon, Kolhapur, 4856.5
Inchon, Ulhasnagar, 4853.3
Inchon, Rajpur, 3596.6
Inchon, Maanshan, 776.8
Inchon, Banqiao, 1147.7
Inchon, Kota Kinabalu, 3032.9
Inchon, Ajmer, 4601.0
Inchon, Neijiang, 1558.3
Inchon, Guntur, 4431.9
Inchon, Novokuznetsk, 2854.1
Inchon, Yangzhou, 641.7
Inchon, Durgapur, 3568.5
Inchon, Shashi, 1122.3
Inchon, Petaling Jaya, 4053.6
Inchon, Sangli-Miraj, 4924.9
Inchon, Dehra Dun, 3721.9
Inchon, Jiaozuo, 936.7
Inchon, Zhuhai, 1535.2
Inchon, Nanded, 4297.9
Inchon, Tyumen, 4650.8
Inchon, Cagayan, 2479.0
Inchon, Uijongbu, 33.0
Inchon, Yueyang, 1212.3
Inchon, Matsuyama, 502.2
Inchon, Jamnagar, 5209.2
Inchon, Jammu, 4008.3
Inchon, Gulbarga, 4732.6
Inchon, Bahawalpur, 4913.5
Inchon, Zhunmen, 1504.6
Inchon, Bhatpara, 3370.7
Inchon, Calamba, 2260.4
Inchon, Changwon, 207.0
Inchon, Zunyi, 1811.3
Inchon, Saharanpur, 3648.2
Inchon, Higashiosaka, 654.9
Inchon, Xuchang, 951.7
Inchon, Wuhu, 799.0
Rome, Dakar, 3656.5
Rome, Mashhad, 3309.6
Rome, Kabul, 4653.1
Rome, Umm Durman, 2979.2
Rome, Kano, 2740.6
Rome, Accra, 3437.5
Rome, Benin, 3354.7
Rome, Khartoum, 2899.9
Rome, Paris, 855.1
Rome, Algiers, 681.0
Rome, Tashkent, 4253.7
Rome, Bayrut, 1847.0
Rome, Douala, 3947.5
Rome, Kaduna, 2969.6
Rome, Bucharest, 838.9
Rome, Port Harcourt, 3511.2
Rome, Rawalpindi, 5015.5
Rome, San'a, 3365.5
Rome, Conakry, 3915.7
Rome, al-Basrah, 2963.4
Rome, Kumasi, 3786.7
Rome, Hamburg, 988.9
Rome, Rabat, 1475.6
Rome, Minsk, 1365.4
Rome, Warsaw, 933.0
Rome, Vienna, 572.3
Rome, Yaounde, 3593.8
Rome, Dubai, 3974.7
Rome, Aleppo, 1798.8
Rome, Budapest, 622.9
Rome, Bamako, 3020.9
Rome, Esfahan, 2785.6
Rome, Barcelona (Spain), 672.1
Rome, Muqdisho, 5073.5
Rome, Damascus, 1768.4
Rome, Multan, 4529.5
Rome, Kampala, 4309.3
Rome, Lome, 3358.1
Rome, Hyderabad (Pakistan), 4792.1
Rome, Gujranwala, 5237.2
Rome, Bursa, 1085.3
Rome, Mbuji-Mayi, 4672.7
Rome, Karaj, 2642.3
Rome, Aba, 3256.5
Rome, Kharkiv, 1487.8
Rome, Mecca, 2610.1
Rome, Novosibirsk, 4411.2
Rome, Adana, 1628.7
Rome, Tabriz, 2564.6
Rome, Peshawar, 4527.0
Rome, Almaty, 4358.9
Rome, Munich, 509.9
Rome, Milan, 320.6
Rome, Yekaterinburg, 2964.6
Rome, Ouagadougou, 3131.6
Rome, Stockholm, 1428.6
Rome, Gaziantep, 1665.7
Rome, Nizhniy Novgorod, 2184.1
Rome, Shiraz, 3313.8
Rome, Yerevan, 2284.3
Rome, Tripoli, 758.5
Rome, Baku, 2623.7
Rome, Prague, 656.9
Rome, Brazzaville, 4852.0
Rome, Amritsar, 4848.3
Rome, Monrovia, 4360.6
Rome, 'Amman, 1727.8
Rome, Tbilisi, 2126.7
Rome, Abuja, 3249.7
Rome, Sofia, 643.0
Rome, Omsk, 3686.1
Rome, Samara, 2540.5
Rome, Belgrade, 528.3
Rome, Kazan, 2612.4
Rome, Irbil, 2120.9
Rome, Kbenhavn, 1202.0
Rome, Maiduguri, 2639.5
Rome, Dublin, 1496.3
Rome, Rostov-na-Donu, 1693.6
Rome, Dnipropetrovs'k, 1500.5
Rome, Shubra-El-Khema, 1574.2
Rome, Srinagar, 4957.8
Rome, Brussels, 951.3
Rome, al-Madinah, 2655.2
Rome, Chelyabinsk, 3343.0
Rome, Ilorin, 3465.6
Rome, Fez, 1246.2
Rome, Ufa, 3052.8
Rome, Ahvaz, 2749.2
Rome, Cologne, 762.2
Rome, Qom, 2755.0
Rome, Odesa, 1187.2
Rome, Donetsk, 1656.5
Rome, Perm, 3049.0
Rome, Volgograd, 2041.4
Rome, Konya, 1278.7
Rome, Naples, 142.3
Rome, Birmingham, 1269.7
Rome, Biskek, 4072.9
Rome, Niamey, 2915.7
Rome, Kigali, 4265.4
Rome, Asgabat, 3009.3
Rome, al-Hartum Bahri, 2685.9
Rome, Marrakesh, 1773.9
Rome, Turin, 415.4
Rome, Abu Dhabi, 3558.0
Rome, Jalandhar, 5288.6
Rome, Warri, 3263.5
Rome, Valencia (Spain), 856.6
Rome, Oslo, 1689.1
Rome, ad-Dammam, 3187.8
Rome, Hims, 1722.2
Rome, Saratov, 2291.8
Rome, Kirkuk, 2455.7
Rome, Onitsha, 3495.3
Rome, Quetta, 4299.0
Rome, Voronezh, 1818.7
Rome, Freetown, 3928.5
Rome, Sharjah, 3552.9
Rome, Kermanshah, 2475.4
Rome, an-Najaf, 2549.9
Rome, Antalya, 1278.5
Rome, Zaporizhzhya, 1360.6
Rome, Marseille, 431.7
Rome, Nouakchott, 3047.3
Rome, Akure, 3252.5
Rome, N'Djamena, 2729.6
Rome, Cracow, 726.7
Rome, Athens, 739.2
Rome, Jerusalem, 1715.5
Rome, Amsterdam, 1002.2
Rome, Lodz, 825.3
Rome, Abeokuta, 3410.1
Rome, Tunis, 389.5
Rome, L'viv, 934.4
Rome, Cotonou, 3487.7
Rome, Tangier, 1203.9
Rome, Kayseri, 1585.4
Rome, Tolyatti, 2551.6
Rome, Riga, 1456.9
Rome, Kryvyy Rih, 1398.7
Rome, Libreville, 3715.6
Rome, as-Sulaymaniyah, 2424.8
Rome, Sevilla, 1294.6
Rome, Zagreb, 399.4
Rome, Benghazi, 947.5
Rome, Dushanbe, 3986.2
Rome, Wahran, 986.6
Rome, Enugu, 3148.9
Rome, Zaria, 3024.7
Rome, Pointe Noire, 4549.1
Rome, Islamabad, 4953.3
Rome, Zaragoza, 738.8
Rome, Frankfurt, 720.8
Rome, Palermo, 285.2
Rome, 'Adan, 3739.4
Rome, Gazzah, 1927.0
Rome, Krasnodar, 1659.2
Rome, Wrocaw, 862.8
Rome, Asmara, 3248.7
Rome, Mersin, 1427.7
Rome, Izhevsk, 2532.4
Rome, Ulyanovsk, 2473.2
Rome, Bouake, 3403.4
Rome, Oshogbo, 3139.5
Rome, Jos, 3248.1
Rome, al-'Ayn, 3614.9
Rome, Orumiyeh, 2420.8
Rome, Diyarbakr, 2007.6
Rome, Yaroslavl, 1952.5
Rome, Chisinau, 1029.2
Rome, Djibouti, 3590.7
Rome, Stuttgart, 532.7
Rome, Rotterdam, 978.1
Rome, Kisangani, 3974.6
Rome, Port Said, 1812.8
Rome, Genoa, 308.3
Rome, Dortmund, 816.6
Rome, Barnaul, 4988.8
Rome, Eskisehir, 1111.6
Rome, Zahedan, 3728.5
Rome, Essen, 855.6
Rome, Dusseldorf, 902.0
Rome, Glasgow, 1434.0
Rome, Meknes, 1360.2
Rome, Sargodha, 4935.6
Rome, Resht, 2743.5
Rome, Helsinki, 1713.1
Rome, Malaga, 1155.0
Rome, Ife, 3053.8
Rome, at-Ta'if, 3096.9
Rome, Poznan, 858.9
Rome, Bangui, 3633.6
Rome, Bremen, 1048.5
Rome, Vilnius, 1239.3
Rome, Agadir, 1816.2
Rome, Orenburg, 2670.8
Rome, Novokuznetsk, 4712.3
Rome, Suez, 1702.6
Rome, Tyumen, 3187.3
Rome, Mwanza, 4701.9
Rome, Ta'izz, 3888.9
Rome, Naberezhnyye Chelny, 2891.3
Rome, Kerman, 3727.4
Rome, Garoua, 2832.8
Rome, Jammu, 4896.1
Rome, Hanover, 808.2
Rome, Bahawalpur, 4996.4
Rome, Goteborg, 1465.0
Rome, Ryazan, 1903.9
Rome, Lipetsk, 1861.4
Rome, Dresden, 722.3
Rome, Hamah, 1888.1
Rome, Niyala, 2929.4
Rome, al-Hillah, 2656.7
Rome, Leipzig, 771.2
Rome, Boma, 4449.8
Rome, Kananga, 5115.6
Rome, Mykolayiv, 1321.0
Rome, Tabuk, 2283.7
Rome, Nuremberg, 563.6
Dakar, Belo Horizonte, 4218.1
Dakar, Fortaleza, 2527.4
Dakar, Santo Domingo, 4955.4
Dakar, Brasilia, 4148.1
Dakar, Umm Durman, 5164.0
Dakar, Kano, 2155.4
Dakar, Accra, 1757.1
Dakar, Benin, 2063.7
Dakar, Khartoum, 4791.7
Dakar, Paris, 3748.9
Dakar, Algiers, 2651.9
Dakar, Douala, 2860.2
Dakar, Caracas, 4771.0
Dakar, Kaduna, 2111.1
Dakar, Bucharest, 4861.3
Dakar, Port Harcourt, 2195.9
Dakar, Conakry, 497.0
Dakar, Manaus, 4187.0
Dakar, Kumasi, 1654.3
Dakar, Hamburg, 4436.5
Dakar, Rabat, 2039.6
Dakar, Valencia (Venezuela), 4811.7
Dakar, Warsaw, 4704.6
Dakar, Vienna, 3979.4
Dakar, Yaounde, 2698.9
Dakar, Budapest, 4539.8
Dakar, Bamako, 857.5
Dakar, Barcelona (Spain), 2885.9
Dakar, Recife, 2777.4
Dakar, Belem, 3139.8
Dakar, Lome, 1679.8
Dakar, Bursa, 4898.4
Dakar, Mbuji-Mayi, 4422.1
Dakar, Aba, 2292.0
Dakar, Munich, 3653.4
Dakar, Milan, 3399.1
Dakar, Ouagadougou, 1369.7
Dakar, Guarulhos, 4987.6
Dakar, Goiania, 4507.6
Dakar, Tripoli, 3371.7
Dakar, Prague, 4481.3
Dakar, Brazzaville, 3392.2
Dakar, Monrovia, 945.0
Dakar, Abuja, 2051.7
Dakar, Sofia, 4281.9
Dakar, Belgrade, 4387.9
Dakar, Campinas, 4582.5
Dakar, Kbenhavn, 4934.7
Dakar, Maceio, 3053.3
Dakar, Nova Iguacu, 4562.4
Dakar, Maiduguri, 2597.4
Dakar, Dublin, 3662.8
Dakar, Shubra-El-Khema, 5029.5
Dakar, Brussels, 3971.6
Dakar, Ilorin, 2142.4
Dakar, Fez, 2160.2
Dakar, Cologne, 3682.3
Dakar, Sao Luis, 2717.0
Dakar, Sao Goncalo, 4720.7
Dakar, Konya, 5377.0
Dakar, Naples, 3738.9
Dakar, Birmingham, 3780.7
Dakar, Ciudad Guayana, 4661.3
Dakar, Kolwezi, 4976.7
Dakar, Niamey, 1536.2
Dakar, Kigali, 4865.5
Dakar, al-Hartum Bahri, 4919.2
Dakar, Marrakesh, 1500.5
Dakar, Turin, 3606.7
Dakar, Duque de Caxias, 4189.1
Dakar, Warri, 2137.9
Dakar, Valencia (Spain), 2797.0
Dakar, Oslo, 4686.6
Dakar, Onitsha, 2364.4
Dakar, Freetown, 663.5
Dakar, Natal, 2396.1
Dakar, Sao Bernardo do Campo, 4564.0
Dakar, Teresina, 3243.0
Dakar, Antalya, 5119.4
Dakar, Jaboatao, 2811.6
Dakar, Marseille, 3089.2
Dakar, Nouakchott, 300.0
Dakar, Akure, 1931.4
Dakar, N'Djamena, 2701.9
Dakar, Cracow, 4492.1
Dakar, Athens, 4086.6
Dakar, Amsterdam, 3813.2
Dakar, Lodz, 4345.5
Dakar, Abeokuta, 2077.5
Dakar, Tunis, 2818.8
Dakar, L'viv, 4758.1
Dakar, Cotonou, 1932.8
Dakar, Tangier, 2041.5
Dakar, Libreville, 2536.1
Dakar, Osasco, 4598.9
Dakar, Sevilla, 2281.2
Dakar, Zagreb, 3814.5
Dakar, Benghazi, 3822.9
Dakar, Joao Pessoa, 2635.6
Dakar, Contagem, 4226.9
Dakar, Wahran, 2478.4
Dakar, Enugu, 2557.4
Dakar, Santo Andre, 4898.3
Dakar, Sao Jose dos Campos, 5114.0
Dakar, Zaria, 2151.8
Dakar, Pointe Noire, 3351.3
Dakar, Zaragoza, 2902.1
Dakar, Frankfurt, 4111.1
Dakar, Palermo, 3278.6
Dakar, Gazzah, 4924.7
Dakar, Wrocaw, 4571.9
Dakar, Uberlandia, 4614.9
Dakar, Bouake, 1240.3
Dakar, Oshogbo, 1872.8
Dakar, Jos, 2193.7
Dakar, Sorocaba, 4463.8
Dakar, Chisinau, 4712.8
Dakar, Stuttgart, 4264.3
Dakar, Rotterdam, 3896.1
Dakar, Kisangani, 4788.7
Dakar, Maracay, 4590.0
Dakar, Port Said, 4897.9
Dakar, Genoa, 3612.3
Dakar, Dortmund, 3823.1
Dakar, Ribeirao Preto, 4440.6
Dakar, Eskisehir, 4919.1
Dakar, Essen, 4087.2
Dakar, Dusseldorf, 3884.6
Dakar, Glasgow, 4369.8
Dakar, Meknes, 1983.0
Dakar, Malaga, 2098.0
Dakar, Ife, 2199.4
Dakar, Poznan, 4348.9
Dakar, Barcelona (Venezuela), 4639.9
Dakar, Bangui, 3753.1
Dakar, Cuiaba, 5168.0
Dakar, Bremen, 3927.8
Dakar, Agadir, 1473.7
Dakar, Aparecida de Goiania, 4707.2
Dakar, Ribeirao das Neves, 3961.7
Dakar, Maturin, 4089.7
Dakar, Suez, 5103.9
Dakar, Petare, 4532.3
Dakar, Feira de Santana, 3459.1
Dakar, Garoua, 2866.1
Dakar, Hanover, 3932.9
Dakar, Goteborg, 5226.4
Dakar, Aracaju, 2823.0
Dakar, Dresden, 4214.7
Dakar, Niyala, 3825.0
Dakar, Leipzig, 4130.8
Dakar, Boma, 3462.5
Dakar, Kananga, 4645.2
Dakar, Londrina, 4839.1
Dakar, Nuremberg, 4200.5
Belo Horizonte, Fortaleza, 1544.1
Belo Horizonte, Maracaibo, 3939.7
Belo Horizonte, Santo Domingo, 4820.8
Belo Horizonte, Brasilia, 486.4
Belo Horizonte, Medellin, 4176.0
Belo Horizonte, Accra, 5295.9
Belo Horizonte, Guayaquil, 3738.9
Belo Horizonte, Cali, 4108.5
Belo Horizonte, Caracas, 3771.1
Belo Horizonte, Conakry, 4208.3
Belo Horizonte, Curitiba, 569.8
Belo Horizonte, Manaus, 1957.9
Belo Horizonte, Kumasi, 5337.7
Belo Horizonte, Valencia (Venezuela), 3824.1
Belo Horizonte, Bamako, 4849.6
Belo Horizonte, Quito, 3483.5
Belo Horizonte, Santa Cruz, 1698.2
Belo Horizonte, Recife, 1173.6
Belo Horizonte, Belem, 1602.0
Belo Horizonte, Cordoba, 1980.9
Belo Horizonte, Porto Alegre, 1010.9
Belo Horizonte, Montevideo, 1464.2
Belo Horizonte, Guarulhos, 332.6
Belo Horizonte, Goiania, 496.3
Belo Horizonte, Rosario, 1735.4
Belo Horizonte, Barranquilla, 3995.7
Belo Horizonte, Monrovia, 4256.7
Belo Horizonte, Campinas, 331.3
Belo Horizonte, Barquisimeto, 3590.5
Belo Horizonte, Maceio, 1175.8
Belo Horizonte, Nova Iguacu, 203.9
Belo Horizonte, Sao Luis, 1435.6
Belo Horizonte, Sao Goncalo, 241.9
Belo Horizonte, Ciudad Guayana, 3098.2
Belo Horizonte, Mendoza, 2379.6
Belo Horizonte, El Alto, 2128.0
Belo Horizonte, Arequipa, 2460.2
Belo Horizonte, Cartagena, 4313.7
Belo Horizonte, La Paz, 2052.9
Belo Horizonte, Duque de Caxias, 210.1
Belo Horizonte, Freetown, 3972.7
Belo Horizonte, Tucuman, 1871.5
Belo Horizonte, Natal, 1445.2
Belo Horizonte, Trujillo, 3439.1
Belo Horizonte, Sao Bernardo do Campo, 339.2
Belo Horizonte, Teresina, 1301.5
Belo Horizonte, Campo Grande, 869.6
Belo Horizonte, Jaboatao, 1360.2
Belo Horizonte, Nouakchott, 4996.0
Belo Horizonte, Port-au-Prince, 4541.1
Belo Horizonte, La Plata, 1536.2
Belo Horizonte, Osasco, 324.1
Belo Horizonte, Puente Alto, 2461.5
Belo Horizonte, Joao Pessoa, 1431.0
Belo Horizonte, Contagem, 12.9
Belo Horizonte, Santo Andre, 334.6
Belo Horizonte, Sao Jose dos Campos, 288.2
Belo Horizonte, Uberlandia, 334.5
Belo Horizonte, Bouake, 4962.8
Belo Horizonte, Santiago (Dominican Republic), 4395.9
Belo Horizonte, Sorocaba, 380.5
Belo Horizonte, Cochabamba, 1822.3
Belo Horizonte, Maracay, 3637.3
Belo Horizonte, Cucuta, 4059.0
Belo Horizonte, Ribeirao Preto, 329.7
Belo Horizonte, Mar del Plata, 1769.9
Belo Horizonte, Kingston, 4861.6
Belo Horizonte, Barcelona (Venezuela), 3537.5
Belo Horizonte, Cuiaba, 967.1
Belo Horizonte, Salta, 1955.9
Belo Horizonte, Asuncion, 1170.7
Belo Horizonte, Aparecida de Goiania, 509.5
Belo Horizonte, Ribeirao das Neves, 17.4
Belo Horizonte, Maturin, 3331.0
Belo Horizonte, Petare, 3606.4
Belo Horizonte, Soledad, 4155.4
Belo Horizonte, Feira de Santana, 670.5
Belo Horizonte, Chiclayo, 3497.0
Belo Horizonte, Bucaramanga, 3905.1
Belo Horizonte, Aracaju, 998.9
Belo Horizonte, Londrina, 635.6
Belo Horizonte, Santa Fe, 1708.3
Belo Horizonte, Joinville, 650.8
Fortaleza, Maracaibo, 3452.1
Fortaleza, Santo Domingo, 3747.2
Fortaleza, Brasilia, 1234.3
Fortaleza, Kano, 5224.5
Fortaleza, Medellin, 3398.0
Fortaleza, Accra, 4095.4
Fortaleza, Benin, 4218.7
Fortaleza, Guayaquil, 4373.8
Fortaleza, Cali, 3700.6
Fortaleza, Havanna, 4984.5
Fortaleza, Douala, 4874.0
Fortaleza, Caracas, 3002.4
Fortaleza, Kaduna, 4842.6
Fortaleza, Port Harcourt, 4828.2
Fortaleza, Conakry, 2358.2
Fortaleza, Curitiba, 1932.3
Fortaleza, Manaus, 1824.3
Fortaleza, Kumasi, 3991.3
Fortaleza, Rabat, 4862.2
Fortaleza, Valencia (Venezuela), 3142.7
Fortaleza, Bamako, 3391.0
Fortaleza, Quito, 4020.6
Fortaleza, Santa Cruz, 2709.3
Fortaleza, Recife, 494.1
Fortaleza, Belem, 867.4
Fortaleza, Cordoba, 3773.3
Fortaleza, Lome, 4320.5
Fortaleza, Aba, 4362.2
Fortaleza, Porto Alegre, 2733.1
Fortaleza, Montevideo, 3038.1
Fortaleza, Ouagadougou, 3655.5
Fortaleza, Guarulhos, 1843.3
Fortaleza, Goiania, 1294.0
Fortaleza, Rosario, 3279.5
Fortaleza, Barranquilla, 4012.5
Fortaleza, Monrovia, 2499.4
Fortaleza, Abuja, 5048.0
Fortaleza, Campinas, 1719.3
Fortaleza, Barquisimeto, 3026.8
Fortaleza, Maceio, 503.0
Fortaleza, Nova Iguacu, 1757.4
Fortaleza, Ilorin, 4081.0
Fortaleza, Fez, 4887.4
Fortaleza, Sao Luis, 480.9
Fortaleza, Sao Goncalo, 1757.0
Fortaleza, Ciudad Guayana, 2330.3
Fortaleza, Managua, 5300.0
Fortaleza, Mendoza, 3866.8
Fortaleza, El Alto, 3153.5
Fortaleza, Niamey, 4010.5
Fortaleza, Arequipa, 3574.1
Fortaleza, Marrakesh, 4404.1
Fortaleza, Cartagena, 4116.9
Fortaleza, La Paz, 2848.3
Fortaleza, Duque de Caxias, 1611.6
Fortaleza, Warri, 4498.2
Fortaleza, Onitsha, 4837.6
Fortaleza, Freetown, 2597.5
Fortaleza, Tucuman, 3490.1
Fortaleza, Natal, 315.1
Fortaleza, Trujillo, 4045.1
Fortaleza, Sao Bernardo do Campo, 1704.2
Fortaleza, Teresina, 338.8
Fortaleza, Campo Grande, 2189.4
Fortaleza, Jaboatao, 456.7
Fortaleza, Nouakchott, 2957.9
Fortaleza, Port-au-Prince, 3739.6
Fortaleza, Akure, 4644.1
Fortaleza, Abeokuta, 4204.7
Fortaleza, Cotonou, 3808.0
Fortaleza, La Plata, 3107.0
Fortaleza, Tangier, 4779.5
Fortaleza, Libreville, 4822.4
Fortaleza, Osasco, 2036.2
Fortaleza, Puente Alto, 3991.9
Fortaleza, Joao Pessoa, 418.5
Fortaleza, Contagem, 1481.4
Fortaleza, Enugu, 4347.6
Fortaleza, Santo Andre, 1786.4
Fortaleza, Sao Jose dos Campos, 1814.4
Fortaleza, Zaria, 5128.6
Fortaleza, Pointe Noire, 5436.7
Fortaleza, Uberlandia, 1604.3
Fortaleza, Bouake, 3252.1
Fortaleza, Santiago (Dominican Republic), 3777.7
Fortaleza, Oshogbo, 4098.3
Fortaleza, Jos, 5210.7
Fortaleza, Sorocaba, 1887.6
Fortaleza, Cochabamba, 3018.0
Fortaleza, Maracay, 2846.5
Fortaleza, Cucuta, 3239.5
Fortaleza, Ribeirao Preto, 1617.6
Fortaleza, Mar del Plata, 3434.2
Fortaleza, Kingston, 4127.0
Fortaleza, Meknes, 4750.4
Fortaleza, Ife, 4358.9
Fortaleza, Barcelona (Venezuela), 2707.7
Fortaleza, Cuiaba, 1775.9
Fortaleza, Agadir, 4287.8
Fortaleza, Salta, 3019.2
Fortaleza, Asuncion, 2682.7
Fortaleza, Aparecida de Goiania, 1427.9
Fortaleza, Ribeirao das Neves, 1355.7
Fortaleza, Maturin, 2314.7
Fortaleza, Petare, 2794.8
Fortaleza, Soledad, 3806.5
Fortaleza, Feira de Santana, 714.9
Fortaleza, Chiclayo, 4305.5
Fortaleza, Bucaramanga, 3329.6
Fortaleza, Aracaju, 576.1
Fortaleza, Londrina, 2055.8
Fortaleza, Santa Fe, 3255.3
Fortaleza, Joinville, 2121.9
Mashhad, Kabul, 706.7
Mashhad, Umm Durman, 2937.0
Mashhad, Nagpur, 1854.4
Mashhad, Shijiazhuang, 4282.6
Mashhad, Changsha, 4739.6
Mashhad, Khartoum, 2752.1
Mashhad, Paris, 4205.6
Mashhad, Algiers, 4184.6
Mashhad, Jinan, 4159.0
Mashhad, Tashkent, 790.7
Mashhad, Dalian, 4482.4
Mashhad, Jilin, 5087.3
Mashhad, Nanchang, 4809.5
Mashhad, Zhengzhou, 4626.8
Mashhad, Bayrut, 1709.5
Mashhad, Jiulong, 5204.8
Mashhad, Bucharest, 2197.5
Mashhad, Hangzhou, 5270.9
Mashhad, Rawalpindi, 885.1
Mashhad, San'a, 2365.4
Mashhad, al-Basrah, 898.0
Mashhad, Xinyang, 4554.1
Mashhad, Medan, 4590.5
Mashhad, Indore, 1830.8
Mashhad, Hamburg, 3856.6
Mashhad, Minsk, 2819.7
Mashhad, Patna, 2218.0
Mashhad, Bhopal, 1937.4
Mashhad, Warsaw, 2697.8
Mashhad, Qingdao, 4498.4
Mashhad, Vienna, 2984.1
Mashhad, Dubai, 1027.0
Mashhad, Thana, 1649.5
Mashhad, Aleppo, 1471.2
Mashhad, Budapest, 3137.2
Mashhad, Ludhiana, 1198.7
Mashhad, Esfahan, 593.1
Mashhad, Barcelona (Spain), 4693.7
Mashhad, Tangshan, 4381.3
Mashhad, Muqdisho, 3289.3
Mashhad, Damascus, 1803.9
Mashhad, Agra, 1542.3
Mashhad, Urumqi, 1869.6
Mashhad, Multan, 964.5
Mashhad, Ha Noi, 4166.9
Mashhad, Kampala, 4048.9
Mashhad, Hyderabad (Pakistan), 1044.3
Mashhad, Suzhou, 5241.8
Mashhad, Vadodara, 1532.7
Mashhad, Gujranwala, 1103.1
Mashhad, Bursa, 2010.1
Mashhad, Pimpri, 2090.2
Mashhad, Karaj, 598.7
Mashhad, Kharkiv, 1942.2
Mashhad, Nashik, 1757.3
Mashhad, Lanzhou, 3474.8
Mashhad, Mecca, 1845.9
Mashhad, Shantou, 5029.9
Mashhad, Hefei, 4900.6
Mashhad, Novosibirsk, 2020.3
Mashhad, Adana, 1655.3
Mashhad, Tabriz, 959.0
Mashhad, Narayanganj, 2734.4
Mashhad, Faridabad, 1445.0
Mashhad, Fushun, 5385.1
Mashhad, Phnum Penh, 4892.2
Mashhad, Luoyang, 3809.4
Mashhad, Khulna, 2501.6
Mashhad, Ghaziabad, 1302.7
Mashhad, Handan, 3920.6
Mashhad, Peshawar, 753.2
Mashhad, Rajkot, 1500.8
Mashhad, Mandalay, 3130.5
